"protein_name" "sample_ID" "psm" "study" "material" "material2" "x_label"
Soft
tissue"
"211" "Coagulation factor VII" "2-ZH1672" 9 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"212" "Antithrombin-III" "2-ZH1673" 9 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"213" "Beta-glucuronidase" "2-ZH1673" 9 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"214" "Membrane primary amine oxidase" "2-ZH1673" 9 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"215" "Serine protease HTRA1" "3-ZH1676" 9 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"216" "Unconventional myosin-Ib" "3-ZH1676" 9 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"217" "HLA class II histocompatibility antigen, DRB1 beta chain" "1-ZH1657" 8 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"218" "Decorin" "1-ZH1658" 8 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"219" "Osteomodulin" "1-ZH1658" 8 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"220" "Unconventional myosin-Id" "1-ZH1658" 8 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"221" "Lumican" "1-ZH1659" 8 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"222" "Myosin-2" "1-ZH1659" 8 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"223" "Serum amyloid P-component" "1-ZH1659" 8 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"224" "Collagen alpha-1(VI) chain" "1-ZH1670" 8 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"225" "Immunoglobulin kappa constant" "1-ZH1670" 8 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"226" "Plasma protease C1 inhibitor" "1-ZH1670" 8 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"227" "Serine--pyruvate aminotransferase" "1-ZH1670" 8 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"228" "Decorin" "2-ZH1672" 8 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"229" "Serine protease HTRA1" "2-ZH1672" 8 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"230" "Alpha-2-macroglobulin" "2-ZH1673" 8 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"231" "Collagen alpha-1(VIII) chain" "2-ZH1673" 8 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"232" "Decorin" "2-ZH1673" 8 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"233" "Laminin subunit alpha-5" "2-ZH1673" 8 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"234" "Myeloperoxidase" "2-ZH1673" 8 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"235" "Serum amyloid A-1 protein" "2-ZH1673" 8 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"236" "Basement membrane-specific heparan sulfate proteoglycan core protein" "3-ZH1676" 8 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"237" "CD9 antigen" "3-ZH1676" 8 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"238" "Kininogen-1" "3-ZH1676" 8 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"239" "Periostin" "3-ZH1676" 8 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"240" "Collagen alpha-2(IV) chain" "1-ZH1657" 7 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"241" "Collagen alpha-3(VI) chain" "1-ZH1657" 7 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"242" "Serum amyloid P-component" "1-ZH1657" 7 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"243" "Basement membrane-specific heparan sulfate proteoglycan core protein" "1-ZH1658" 7 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"244" "C-type lectin domain family 11 member A" "1-ZH1658" 7 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"245" "Coagulation factor VII" "1-ZH1658" 7 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"246" "Collagen alpha-1(V) chain" "1-ZH1658" 7 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"247" "Fatty acid-binding protein, adipocyte" "1-ZH1658" 7 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"248" "Osteopontin" "1-ZH1658" 7 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"249" "Collagen alpha-1(III) chain" "1-ZH1659" 7 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"250" "Filamin-A" "1-ZH1659" 7 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"251" "Glutathione peroxidase 3" "1-ZH1659" 7 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"252" "Myosin-binding protein C, slow-type" "1-ZH1659" 7 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"253" "Aspartyl aminopeptidase" "1-ZH1670" 7 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"254" "Serpin B6" "1-ZH1670" 7 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"255" "Basement membrane-specific heparan sulfate proteoglycan core protein" "2-ZH1672" 7 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"256" "Collagen alpha-1(VI) chain" "2-ZH1672" 7 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"257" "Kininogen-1" "2-ZH1672" 7 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"258" "Protein Z-dependent protease inhibitor" "2-ZH1672" 7 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"259" "Vitamin K-dependent protein S" "2-ZH1672" 7 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"260" "Collagen alpha-2(IV) chain" "2-ZH1673" 7 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"261" "Prenylcysteine oxidase" "2-ZH1673" 7 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"262" "Prolargin" "2-ZH1673" 7 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"263" "Clusterin" "3-ZH1676" 7 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"264" "SPARC" "3-ZH1676" 7 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"265" "Unconventional myosin-Id" "3-ZH1676" 7 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"266" "Vitamin K-dependent protein C" "3-ZH1676" 7 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"267" "Ferritin light chain" "1-ZH1656" 6 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"268" "Protein S100-A9" "1-ZH1656" 6 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"269" "Aspartate aminotransferase, mitochondrial" "1-ZH1657" 6 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"270" "HLA class II histocompatibility antigen, DR alpha chain" "1-ZH1657" 6 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"271" "KRT81_HUMAN" "1-ZH1657" 6 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"272" "Immunoglobulin gamma-1 heavy chain" "1-ZH1658" 6 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"273" "Kininogen-1" "1-ZH1658" 6 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"274" "Protein Z-dependent protease inhibitor" "1-ZH1658" 6 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"275" "Sodium/calcium exchanger 3" "1-ZH1658" 6 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"276" "Vitamin K-dependent protein S" "1-ZH1658" 6 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"277" "Beta-glucuronidase" "1-ZH1659" 6 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"278" "Collagen alpha-3(VI) chain" "1-ZH1659" 6 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"279" "Alpha-N-acetylglucosaminidase" "1-ZH1670" 6 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"280" "Complement C3" "1-ZH1670" 6 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"281" "Fibromodulin" "1-ZH1670" 6 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"282" "Membrane primary amine oxidase" "1-ZH1670" 6 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"283" "C-reactive protein" "1-ZH1670" 6 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"284" "CD9 antigen" "2-ZH1672" 6 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"285" "Extracellular superoxide dismutase [Cu-Zn]" "2-ZH1672" 6 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"286" "Immunoglobulin gamma-1 heavy chain" "2-ZH1672" 6 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"287" "Retina-specific copper amine oxidase" "2-ZH1672" 6 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"288" "Collagen alpha-1(XII) chain" "2-ZH1673" 6 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"289" "Fibulin-2" "2-ZH1673" 6 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"290" "Lumican" "2-ZH1673" 6 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"291" "Myosin-11" "2-ZH1673" 6 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"292" "Asporin" "3-ZH1676" 6 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"293" "Bone sialoprotein 2" "3-ZH1676" 6 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"294" "Coagulation factor VII" "3-ZH1676" 6 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"295" "Dermatopontin" "3-ZH1676" 6 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"296" "Osteopontin" "3-ZH1676" 6 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"297" "Protein Z-dependent protease inhibitor" "3-ZH1676" 6 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"298" "Vitamin K-dependent protein S" "3-ZH1676" 6 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"299" "Vitrin" "3-ZH1676" 6 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"300" "Ferritin heavy chain" "1-ZH1656" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"301" "KRT81_HUMAN" "1-ZH1656" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"302" "Collagen alpha-1(VI) chain" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"303" "Fibronectin" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"304" "Histone H4" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"305" "L-xylulose reductase" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"306" "Mammalian ependymin-related protein 1" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"307" "Mitochondrial 2-oxoglutarate/malate carrier protein" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"308" "Myomesin-1" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"309" "Protein S100-A9" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"310" "Sarcoplasmic/endoplasmic reticulum calcium ATPase 2" "1-ZH1657" 5 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"311" "Alpha-1-antitrypsin" "1-ZH1658" 5 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"312" "Calcium/calmodulin-dependent protein kinase type II subunit alpha" "1-ZH1658" 5 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"313" "Carboxypeptidase Z" "1-ZH1658" 5 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"314" "Collagen alpha-1(VI) chain" "1-ZH1658" 5 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"315" "Collagen alpha-2(VI) chain" "1-ZH1658" 5 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"316" "Complement C3" "1-ZH1658" 5 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"317" "Extracellular superoxide dismutase [Cu-Zn]" "1-ZH1658" 5 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"318" "Titin" "1-ZH1658" 5 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"319" "Antithrombin-III" "1-ZH1659" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"320" "Apolipoprotein D" "1-ZH1659" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"321" "Aspartyl aminopeptidase" "1-ZH1659" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"322" "Azurocidin" "1-ZH1659" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"323" "Hemoglobin subunit beta" "1-ZH1659" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"324" "Microfibril-associated glycoprotein 4" "1-ZH1659" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"325" "Aldehyde dehydrogenase family 3 member A2" "1-ZH1670" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"326" "Aspartate aminotransferase, cytoplasmic" "1-ZH1670" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"327" "Chondroadherin" "1-ZH1670" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"328" "Haptoglobin" "1-ZH1670" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"329" "Myomesin-1" "1-ZH1670" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"330" "Myomesin-3" "1-ZH1670" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"331" "Protein NipSnap homolog 3A" "1-ZH1670" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"332" "FABPH_HUMAN" "1-ZH1670" 5 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"333" "Antithrombin-III" "2-ZH1672" 5 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"334" "Asporin" "2-ZH1672" 5 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"335" "Clusterin" "2-ZH1672" 5 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"336" "Complement C3" "2-ZH1672" 5 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"337" "Matrix remodeling-associated protein 8" "2-ZH1672" 5 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"338" "SPARC" "2-ZH1672" 5 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"339" "Sodium/calcium exchanger 3" "2-ZH1672" 5 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"340" "Collagen alpha-2(VI) chain" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"341" "Gamma-glutamyl hydrolase" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"342" "Mimecan" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"343" "Myelin protein P0" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"344" "Myeloblastin" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"345" "Neutrophil elastase" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"346" "Neutrophil gelatinase-associated lipocalin" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"347" "Peroxiredoxin-4" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"348" "Platelet glycoprotein 4" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"349" "Sulfide:quinone oxidoreductase, mitochondrial" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"350" "Tryptase alpha/beta-1" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"351" "Voltage-dependent anion-selective channel protein 3" "2-ZH1673" 5 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"352" "Collagen alpha-1(XXII) chain" "3-ZH1676" 5 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"353" "Complement C3" "3-ZH1676" 5 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"354" "Platelet glycoprotein 4" "3-ZH1676" 5 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"355" "Alpha-1-antichymotrypsin" "1-ZH1656" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1656

Coffin
bedding"
"356" "ATP synthase subunit alpha, mitochondrial" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"357" "Alpha-2-macroglobulin" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"358" "Carnitine O-palmitoyltransferase 2, mitochondrial" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"359" "Collagen alpha-1(XII) chain" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"360" "Collagen alpha-1(XV) chain" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"361" "Hemoglobin subunit beta" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"362" "Immunoglobulin gamma-1 heavy chain" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"363" "Keratin, type I cuticular Ha3-I" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"364" "Mast cell carboxypeptidase A" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"365" "Myelin protein P0" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"366" "Toll-interacting protein" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"367" "Transmembrane protein 43" "1-ZH1657" 4 "Seili" "coffin_bedding" "Coffin
bedding" "1-ZH1657

Coffin
bedding"
"368" "Antithrombin-III" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"369" "Bone sialoprotein 2" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"370" "Cartilage-associated protein" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"371" "Clusterin" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"372" "Collagen alpha-1(XXII) chain" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"373" "Collagen alpha-2(XI) chain" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"374" "Phosphatidylcholine:ceramide cholinephosphotransferase 2" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"375" "Platelet glycoprotein 4" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"376" "SPARC" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"377" "Ubiquitin-60S ribosomal protein L40" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"378" "Vitrin" "1-ZH1658" 4 "Seili" "bone" "Bone
 " "1-ZH1658

Bone
 "
"379" "Aldehyde dehydrogenase family 3 member A2" "1-ZH1659" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"380" "Myomesin-2" "1-ZH1659" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"381" "Myomesin-3" "1-ZH1659" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"382" "Serpin B6" "1-ZH1659" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"383" "Sushi repeat-containing protein SRPX2" "1-ZH1659" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1659

Soft
tissue"
"384" "ATP synthase subunit gamma, mitochondrial" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"385" "Basement membrane-specific heparan sulfate proteoglycan core protein" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"386" "Cartilage matrix protein" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"387" "Creatine kinase S-type, mitochondrial" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"388" "Cystatin-B" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"389" "Glutathione synthetase" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"390" "Immunoglobulin kappa variable 3-20" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"391" "Laminin subunit gamma-1" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"392" "N-acetylgalactosamine-6-sulfatase" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"393" "N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"394" "Neutrophil gelatinase-associated lipocalin" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"395" "Protein NipSnap homolog 2" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"396" "MYG_HUMAN" "1-ZH1670" 4 "Seili" "soft_tissue" "Soft
tissue" "1-ZH1670

Soft
tissue"
"397" "Bone sialoprotein 2" "2-ZH1672" 4 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"398" "Growth arrest-specific protein 6" "2-ZH1672" 4 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"399" "Lactadherin" "2-ZH1672" 4 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"400" "Osteopontin" "2-ZH1672" 4 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"401" "Tetranectin" "2-ZH1672" 4 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"402" "Vitrin" "2-ZH1672" 4 "Seili" "bone" "Bone
 " "2-ZH1672

Bone
 "
"403" "Chymase" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"404" "Collagen alpha-1(VI) chain" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"405" "Collagen alpha-1(X) chain" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"406" "Complement C3" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"407" "Eosinophil cationic protein" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"408" "Eosinophil peroxidase" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"409" "Galectin-3" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"410" "Peroxiredoxin-6" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"411" "Secreted and transmembrane protein 1" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"412" "KRT81_HUMAN" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"413" "K1C14_HUMAN" "2-ZH1673" 4 "Seili" "soft_tissue" "Soft
tissue" "2-ZH1673

Soft
tissue"
"414" "Carboxypeptidase Z" "3-ZH1676" 4 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"415" "Cartilage-associated protein" "3-ZH1676" 4 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"416" "Extracellular matrix protein 2" "3-ZH1676" 4 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"417" "Extracellular superoxide dismutase [Cu-Zn]" "3-ZH1676" 4 "Seili" "bone" "Bone
 " "3-ZH1676

Bone
 "
"418" "Immunoglobulin gamma-1 heavy chain" "3-ZH1676" 4 "Seili" "bone" "Bone
